feature,mean_importance
NumberOfDependents,0.00046343447287855444
NumberRealEstateLoansOrLines,0.0017177076676136438
MonthlyIncome,0.003646868285201066
NumberOfOpenCreditLinesAndLoans,0.00720525512972654
DebtRatio,0.009156638460131783
age,0.010657674449032716
RevolvingUtilizationOfUnsecuredLines,0.05926258997535218
NumberOfTime30-59DaysPastDueNotWorse,0.1189483982714438
NumberOfTime60-89DaysPastDueNotWorse,0.1636393934503774
NumberOfTimes90DaysLate,0.24225585812465353
